feature,importance
gsector,7.541482386570594
sue_ibes,5.763930550509735
beat_miss_streak,5.30697978145175
inst_breadth,2.7714422390350335
mom_12_2,2.472149195541676
insider_ceo_buy,2.329280548922841
realized_vol,2.317222343534339
mom_6m,2.2075916826264868
pe_op_basic,2.1968476427100576
idio_vol,2.036011897650835
mom_1m,1.8990913521203736
bm,1.6153508242697776
peg_1yrforward,1.6133652022476277
insider_cluster_buy,1.5955346926992253
peg_ltgforward,1.524750401768451
accrual,1.4476617424689018
eps_revision_1m,1.387614867345545
altman_z_score,1.3002357303780043
eps_dispersion_trend,1.2925764712504306
capex_intensity,1.2874120299318048
revenue_growth_yoy,1.254532526859176
debt_maturity_risk,1.2446880713783528
revision_breadth,1.2442038385593546
net_operating_assets,1.236421722737532
revenue_acceleration,1.2304259126896804
net_debt_to_ebitda,1.2024526949602583
pe_exi,1.1912329105275439
montier_c_score,1.189599479697039
operating_margin_trend,1.1622783085923427
turnover,1.1530574919500034
revenue_cagr_2yr,1.1479090812835944
eps_revision_3m,1.1476128267576433
beneish_sgi,1.1364977435311032
rd_intensity,1.116065897397346
cash_conversion_cycle,1.1105263092699709
analyst_dispersion,1.107932694735751
sue,1.1074679047237477
ccc_trend,1.0944585916282121
beneish_m_score,1.0911808367263578
accruals_to_cash_flow,1.0900880451698516
capex_to_depreciation,1.0842670044504643
fcf_to_revenue,1.0718345599784664
gross_margin_trend,1.024391127179408
beneish_aqi,1.021802343953603
analyst_revision,1.0091213150404768
piotroski_f_score,1.001754473345899
num_analysts_fy1,0.991326570779614
dsri,0.9895618069988356
inst_ownership_change,0.9870843359918805
beneish_gmi,0.9864323993553995
operating_leverage,0.9807076362523425
cf_earnings_divergence,0.9799547959714274
earnings_smoothness,0.9690287837901088
insider_num_sells,0.9627933025870428
insider_buy_ratio_6m,0.9546178677337828
insider_buy_ratio,0.9105102967230518
inst_hhi,0.9100161387470781
interest_coverage_trend,0.9041525695125717
working_capital_accruals,0.8909464250558029
net_margin_trend,0.8779358940452873
fcf_to_revenue_trend,0.8754763093574252
debt_to_equity_change,0.8749005498658577
margin_divergence,0.8735743919986563
non_current_accruals,0.8493558429203031
gross_margin_vol,0.8344900371379621
total_inst_shares,0.8223384609048621
earnings_persistence,0.7626219546618933
log_market_cap,0.7545510666298239
num_institutions,0.679287266822323
